pv_id,global_user_id,time,declaration
he1tarw3zcck4gw,1361283461322.983058,1362775426596,too expensive!!
henc353qxx1h931,1363419146532.416768,1364076823734,the prices are too high!
hagtj8gt4fav92,1354975661875.407320,1354975764519,it would be better if you had more stock aviliable
hcossz3ej0wjes,1354435105503.280225,1359811822501,I like it
h8khm4dzu70msns,1350590521373.894917,1350844197973,make things cheaper
h6c4gh8inzeze42,1345984494512.695714,1345984584555,you need a zoom on the 360 view of shoes.
891,sf1320157334480,1320157334480,A bigger selection of gift cards would make me more inclined to buy one
h0m6q3ueekgekgekg,1332775400430.100601,1333532502113,lower your prices i can't afford anything
h9txccvgqg5av6,1353334653651.637409,1353591415668,THE AMAZING CLOTHES!
h6hoifrk2sqku3,1326046825307.78266,1346320771930,the dresses that are white you cant see
haxmayua8qe03njn,1355991423038.339418,1355991499782,you should have a check and resurve
h6zf9lrqaoe6g2x5,1347393261660.173500,1347393638959,There is no drop down menu for collection and colour.
h8vtcovwcv41jvat,1351527240159.175508,1351528840858,only just found this page its great
h7rhnfvttem0c3l,1349090427709.164183,1349090740554,its hard to invision the coats and jackets on because of how they are layed out.
hazxzg0np4zh56,1355513675454.6287,1356132188469,There should be a quick view.
hapkvvk2bh5n4zz,1353528893802.922170,1355505482881,cheaper shoes
hejlt1gh6jki72t,1363851206219.482154,1363851153403,Remove the sold out products from sale.
hekyh3qi7ebe3j,1363932971585.324989,1363933016526,learn how to spell
h6yv5fk31c9xe1,1347359020617.73b6ee748289,1347359860737,need advertisement
hb98xwci6l2cyo9,1356694599271.967583,1356694651172,Stop these annoying pop ups
hbzlhnkh0w20op28k,1358287689041.196362,1358287952912,Thank you.
h4efd2sf4cunm7s,1341768875994.d4d7c5f55e58,1341770285359,more free delivery
hdmwmwly4b73w7a8,1361873389527.256147,1361874119307,make clothes cheaper
ha5xcgn1txph6xq,1354316606944.31667,1354317068343,i like everything
h500rkusduzcwo3,1331023389385.192173,1343076032279,ship to other countries!
hdamk46ys59jf9a9,1350330416625.918626,1361131513843,the shoes are really wierd
h2jhdgeoekgekgekg,1337722295148.6fff4a5aa81b,1337721863629,not got time
h9q6vf55qnunb97,1353365399436.469127,1353365532730,Have all products online.
h336txqfd0ygqan6,1338771098465.784000,1338914120782,LOWER YOU PRICES GOD DAMN IT
3bc496d9-61e5-11e1-ae07-1f3531fd7d7a,1330416640806.d85dbc56c390,1330417362822,More giveaways or try to connect to fashion bloggers!
habi7csl85qkfo,1329677065272.666490,1354654508082,have more size 4 clothing instore
helauq139dzegfd2d,1363953618610.556637,1363953985856,more sales!
hb6p262pzrutay,1356540158731.903249,1356540533392,More free gifts for 1 millionth customer.
h9x8rg5xsiebpqk,1349725894969.862454,1353791998165,your site is very good
hf4111ikm5ckfw,1365080865974.8596,1365086256851,have outfit suggestions :)
h8xl11f2j5du3w,1319539576712.d44a53db0144,1351635871913,let me save my basket till later
gzy6hiuhl9mp2g6rv,1328806444828.188660,1332080782406,its gr8!
hf9wtqns1tdcbr5,1334605774591.700014,1365441921507,Don't show this message all the time it is irritating
h705g7atcxv3xi7zt,1347437221472.32253,1347437289683,make everything cheaper so i can afford the nice shoes pls
eba790fb-68cc-11e1-97ba-4b7c11b9b64a,1331176223208.f3a0e5439e19,1331176576654,ADD UNITED STATES TO SHIPPING DAMMIT!
h0sbv73hekgekgekg,1333903467786.9d82b1be31ef,1333903845602,order
1448,sp1320157334480,1320157334480,more pictures of prducts from different angles
hck0bckkae46ls3w9,1359521862636.103754,1359522159391,shipping fee is too high
h7rj5qoc61akbh8,1349092955255.95767,1349095256456,sort by price
hd4q7cz712e531916882,1360774822146.28968,1360774934014,More flattering pictures of garments on models.
hbnrgj1mmil56,1357572097268.904327,1357572278404,No Zoom..????
h89tpyl3rsalcjo,1350199163874.827,1350199449987,Make stuff cheaper.
hdetc1rpzilsoi,1361384194049.53957,1361384957414,That they keep longer online sales.
1576,sp1320157334480,1320157334480,Now I can't find it
hf0g30h9efm5hk,1364869508514.423123,1364912906017,prices tbh
h0oc3k12ekgekgekg,1333500759995.21677,1333662553100,WHY CESPENSIVE DELIVERY
hbe0c355befjamv,1356982017461.109896,1356982528418,if you had cheap  shoes
hbozrgtp10wpe10w,1357646640815.781250,1357647093965,nothing loveit
h6ns2vg4i4qtuu,1342530740119.510557,1346689481988,Would be handy to be able to check store availability of items even if they're out of stock online.
hflvzgir6ulavn,1365447490291.450068,1366166072102,introduce click and collect as the delivery costs are so expensive on top of the actual items!
h5xjq3labgwneh,1345018899979.568432,1345103253481,your site is SUPER!!!!
ha6yly53682dycer,1354379299156.83121,1354379555131,just looking for unique t-shirts - your site does not make it easy enough
604,ts1320157334480,1320157334480,more petite range
haoak5y0luf7s8,1355427381268.566791,1355427622414,put more things to ?40 on coats
her49ks2el6sg2,1355921084330.222546,1364305484742,please just answer the phone on cutomer services ......
h4fvbtcnwvffrk82v,1341857462277.2c9e37537921,1341859795987,be able to reserve items at more stores
h2pza012axsh3fd,1329055783986.1763,1338115364454,it's worth it
h5cbqqm8tldu5z,1343819961223.b4c67073d561,1343820153213,I like the wide range of clothes -
hbzmchfq40bi5i,1358289137756.260658,1358289714912,Easy to use site.
208,ts1320157334480,1320157334480,have the clothes cheaper.!!!!
hbfq727y0w8i3r,1357086222107.553558,1357086410946,Convert to Australian dollars.
h5ghqfx47541aq0,1344071861153.9a0439ca9994,1344072263307,Only bad thing about the site is these annoying pop-ups!!
hcddr6jzddmadq,1357149949069.138785,1359121436908,Making the tabs easier to click on.
16,ts1320157334480,1320157334480,Add more words to items descritions so it is easier to search for them.
gzheptldj1tnpvbk8,1331052148316.565403,1331065990969,Prices in Euro's!
h9n7njtdc2tf9i,1353185166520.700486,1353185493767,its seems very easy to look around
1063,sf1320157334480,1320157334480,Very reasonable prices&#44; excellent customer service and recipient was delighted with the flowers
h7qm4xdqh2oaw3,1349037327378.530786,1349037636066,stop the adverts which pop up
h74p2nsg6qpbg3bug,1342455587501.6f3e3738cef1,1347712398840,I love the clean and fresh look of your site.
h6qp5vawq5v329,1338237788574.b14e5d900da2,1346865906799,Get Better Shoes ;-) Cheerss xxxxxxxxxxx
h5ihlsmk9ih5y2,1344192450417.295574,1344192732387,nvn efv vfb
1124,sf1320157334480,1320157334480,hardly any in the low price bracket !!!
h7fyjv2ez54cf63y,1348393036392.04300d117de2,1348393404470,good jackets well worth the price x
hbnmvb3who8726g,1356018167008.894676,1357565666268,give out discount codes
h6j69jqj5w85u5bg,1346410384884.953771,1346411084732,taking too long to process payment!
he7h4d7twdwt23r,1318789696887.534405,1363117745687,improve on your search part
hak40azn9v39j9bf,1315484619300.442613,1355174787826,I feel that postage is a bit too expensive.
h4sxsmda3y7g31y,1335371227068.360171,1342647761860,Make it load faster.
hcwqlszt01jopm,1360291574941.500783,1360291864252,really good structure on how it is layed out :)
hcl2r8b6bo71xtey,1359492040240.65772,1359587222571,give out more vacancies to students in Croydon
hc4p8vw2ucv5v1,1358595157416.833223,1358597209543,Why can I not buy jeans or pants for men with size 31?
659,ts1320157334480,1320157334480,please reduce free standard delivery under 75.
hc9htkib5i34chh,1356533131873.145927,1358886364175,the website is slow and always crashes
6f6d66ba-5579-11e1-b665-ff8f94992a16,1329051584661.295959,1329051957703,Sales.
hf8dnq0us2qkeg,1365348683920.495562,1365349413058,Pointless really.
h9cxgturta30jc,1352563257145.63926,1352390964812,make it easier to find what you want
hasme4nh9ltcqnt,1355689272579.346974,1355692237527,show clothes on models/ people.
he6xa3pf487wo,1361538337214.509934,1363084490680,option to change the currency
h7llg1rn142jfr9,1348733824401.55d9cc7d3680,1348734825294,love the dresses
h9wsc4urjbalzfo,1353763798872.474596,1353764431532,Larger selection of boys swimmng costumes please also swimming caps would be a  good addition.
h43swohjizgr8wf,1341127848465.148577,1341127926893,add opening hours
337,ts1320157334480,1320157334480,I love your site so much it's fast and if there isn't any stock in on the clothes i like in my size then when i come on later my size is back in!
hfeau27p94xca3zl,1365707212840.549077,1365707241816,make your prices alot cheaper
h5tp0cit15in49d,1316533089904.900415,1344870284909,Start ship to Norway!!!
h76ohcfrtwck8,1346238093102.277644,1347832339170,Maybe to make it look less daunting you could have sections of the most popular purchases  and some sort of stylist pick sections to help get a feel of whats on the site without trawling through everything.
hdgaj16gm9nm0l,1358550307568.437041,1361474323846,make cheaper prices to attract more customers then you would become a better business.
hc27f4129i1mncfw,1358445391521.96114,1358445663481,to show the in side of the coats and jackets so it would be more clear
hatcdwoh7zcv0v9,1355732888075.293434,1355733110403,thanks got some good clothes in xx
h7gf2pyy4p1x7ax5,1348420527712.518570,1348421076015,i like thr ccloths
h85q0i2n0mi7pya,1349867967189.a473d5260ba5,1349951382779,Easy to get around
h3n7mvqyekgekgekg,1340124112700.fd87dbe52c1a,1340124699106,I would like to be able to check in store availability
h16ndsjuekgekgekg,1334767931605.784188,1334769764423,all products should have the option to send to all countries.
hasg1usr8gc3wqj,1341414934729.5ceaf0dcdcfc,1355678680249,more models actually wearing the clothes rather than mannequins.
hbmsz9db3g71dj,1350239938657.489674,1357514429479,that is all.
h54lp69tdtkqakqqw,1343353012462.81c12fc64168,1343353037888,fgkiioojkk
haspxm418gvho5,1353882137332.211962,1355695497949,Only downside are the prices are a little too high for me so I can't afford to buy any of the gorgeous dresses.
hapg4r9391m3u9qt,1355497356998.587385,1355497452723,you can improve by reducing the prices
hbgenkdhfgne87,1341163621464.ed228e224a16,1357127563628,make everything 100% cheaper
hfi28ugkkfcuj312,1363029173775.8800,1365935203417,Need to be able to select more than one colour in searches (you can on ASOS)
h9mu8cd0r58xrmd,1353162841585.399394,1353163287589,great
hb12xl9ftw3c7vx,1356018856264.118453,1356200822289,make shipping cheaper
hc6y5g8pceixc2,1358732324773.721536,1358732513670,It is very simple.
1449,sp1320157334480,1320157334480,navigation is straightforward&#44;
h49zg80rgb6e680,1320757738927.424331,1341502262276,Rubbish!
hcly8yxz0tbitlt,1359637186142.393132,1359639612965,Very good site and easy to use!
h5vkv8j9wyxwfgmng,1344984170214.36431,1344984259425,you could make the prices cheaper please ;) cheers
hdnj9nta3g8n5auh,1357553979864.139865,1361912180495,I like the fact that it is easy to find what your looking for and you can do everything the same as going in store apart from trying things on i have no negative feed back to give thank you.
h8y8qzs726fmze5d,1339250509555.561236,1351675907640,it would be nice if you could say if some tipe of shoe is bigger or smaller
he5xl2q66qw87f5,1363023719066.525906,1363025017599,As a youngster attracted by your product.
h67r2giajua6wgf,1345720083546.612260,1345720298830,lower your prises ;) otherwise great:)
f33b0783-6a9c-11e1-b6af-6f906368ee1b,1317236518527.613731,1331375844281,stock availability
he6sirzm1hq1ehi,1363076360474.261314,1363076410072,more tall clothing options
h8t8970hzinyuw,1351372412169.123011,1351372479834,more colour
h6xlc02osez72b,1347282439561.759176,1347282747177,change currency settings ? i can't find that
hcqeug8olyqxwu,1359909123546.679450,1359909120815,its easy to use!
h5ik698y4tckt6,1331661144512.202844,1344197076620,think the trainer prices are quite high compared to other sites...
h9oeqeotgw7x5ws,1341923211990.372549,1353257831404,Free delivery
h2pxxp98ekgekgekg,1338112999399.753662,1338113064890,nothing i think it's great
hcduu0fiv6uc1ym,1358543760292.409945,1359150202334,I like the clear pictures.
h9hig9idan2iwk,1352840687095.939408,1352840932254,Very good site and product
hbmchspf3me1mc5u,1353862576364.637227,1357486759558,better updates on items that are out of stock
hb06u4rrcph4tut,1356146750748.302468,1356146962932,i love everythn :)
h6xy5s0addvskaf,1347303917504.506105,1347304950275,filter by leather / non leather
dd684ced-64f9-11e1-ba94-df33db10673a,1316845105276.655620,1330755858422,Put Singapore in your list of countries you ship to.
h8136a8kpwxoaei,1349667980680.c294568a0cb8,1349670981905,This site is the best.
hfescidebv3dc83w,1363657288849.408164,1365736702725,images of model wearing clothes is helpful
hbu6ts8qn89e09i,1346932697576.419364,1357960857736,GET WATCHES X
hb5o9i1hsmq7q9,1356467212894.360040,1356480733882,be cheaper
hef7h00tnm7rlnu,1363585262104.364039,1363585237408,it needs different currency available
h0l9r1ryekgekgekg,1331676525288.517200,1333477036982,I THINK IT IS A GREAT SITE AND CLEAR TO GET AROUND
hdj24m9zo73hf93,1361641372140.812119,1361641488145,I like the layout very easy and simple to use i think the site is solid and i wouldnt change a thing
hbcml73jdunw5y4,1356898911746.489072,1356899189055,Pure pages of out of stock dresses..............
h4hgmelqtwced9,1330114547279.3632,1341953820244,sometimes the size are just plain confusing (like the jean sizes).
1262,sp1320157334480,1320157334480,Clear instructions good and easy to use service
hdnfyyzo3ey8pyq,1361906344863.35538,1361906529405,ask me later
e62a0ae6-6dc7-11e1-8955-a537a2a84b3a,1331723705885.777704,1331724250453,IT´S OK
h7n8kvdmindn0j3,1347199969233.157281,1348833470406,have alot of stock in regulary on melissa peace wedges
59,ts1320157334480,1320157334480,cheaper clothes
h13qqg0cekgekgekg,1334593867017.494375,1334593935366,go away from jasleen
hesucy1c8124t8n5,1364409614838.481491,1364409871649,lower the prices please
h00hp4zmwjifkgjur,1328150055947.50aad8782d2f,1332220736529,I would like that you ship to Argentina!
47,ts1320157334480,1320157334480,Can't find a dress I saw in the shop
h15gxceqekgekgekg,1334698316161.642759,1334698366848,not a lot
h8twwj8rmu92bcr,1351413714027.911848,1351414016770,Love the site
hee06j1pkzoq4fo,1363512563313.241607,1363512638328,make things cheaper because you can get the same stuff in new look
h5r73xxqzp58doh,1344718995746.712309,1344715752291,Apart from that the new site is easy to navigate and displays a lot of items quickly - I was really impressed with it.
haczme30ajdhgey,1352392579720.914268,1354744215988,I think you should offer a 50% discount off all products in the name of Christmas.
hajybf4onxsefn,1349800488739.992532,1355165194139,you could add a 'wear with' for when your click a product then you can select 'wear with' for possible things to wear with it from the store site
hdgb9n7y70v4cnt,1361473569842.918122,1361475465911,looks like a hell of a mess
h9sbztbkagc2pwe,1353494978643.760038,1353495100847,Everything is just fine like this!
hav4ya8rnoxo1d,1355840783459.19649,1355841378889,AWESOME!
haoaybei5dw7qrr,1355427330556.459975,1355429620657,very good and easy to look through :)
h2c2l9v4ekgekgekg,1337274266688.261659,1337274365838,put paypal on
h3144pbi4dtkadk,1338787928968.189688,1338788505722,I think this one will reach you belatedly!
h936iogxafoit40h,1351974047446.476638,1351974267782,pop ups such as these make want to never buy from any company that deploy them
h4rcxnkgcr72486,1342551650478.856680,1342552273531,free postage and packaging!!!!!
h86sp10o6h0ob45v,1348425718888.6cd5ffce6a8b,1350016271782,Hope you could fix it.
hfbh6rb186u8ejpz,1365536285648.959507,1365536529911,Like being able to see clothes on models- would like this for all clothes.
hf1ip9b0yxa6lg,1343176500137.851445,1364934571162,aloto is goodo so pleaso keepupo
hbl5n13eulnw892,1355257368166.348173,1357414764169,when returning to main shopping page it would be very helpful if we could return to the place we were at rather than back to the top of the page
hdeljf7v13h66n,1359479152311.340505,1361371663302,nothing
482,ts1320157334480,1320157334480,Lower your prices
h5lls3nm3hwa6i6i,1343112655089.954514,1344381332797,the browsing and more pictures of your products also promote underground brands/ street wear like hundred heartbreaks and Monroe
h8knwhue8d4mq3ek,1318450710754.161929,1350854574825,This site to checkout is so hard please improve
bc997cd9-2581-11e1-bb86-dfafab444979,1321364848242.f1598dc5d68f,1323777775829,It would be great if you could arrange a delivery to Russia as out tax regulation has been changed and now allow to order goods for the sum of 1000 EU without paying extra taxes.
1477,sp1320157334480,1320157334480,it costs far too much  &#44; bye bye !
h3rawtr1ekgekgekg,1333206747896.250195,1340372177397,make it cheaper
hbinyng5ck22aj,1357263726394.628738,1357264343531,I like that it is simple to use.
hbnz2k3t878rr62,1357506586202.199108,1357585238938,How to put all your pieces together - putting a certain pair of trousers together with a particular jumper etc.
hb5gbcd87bz10kmt,1356465061300.260499,1356465267032,good service
hb85z7siol3wu,1356627981455.570059,1356629234638,Make it more bright and make colours match
havjv76fsvtmxl,1355866113939.53038,1355866529736,prices are very very high
e39e640b-6c74-11e1-99d0-bd7b1abdd94d,1331572342228.72498,1331579642474,nothing it's great :)
h2x9xgr12rp8f9,1316373753179.5a3c4d8f728e,1338556411517,Make prices cheaper!
hdno3xbpa9fas7t8,1361920153145.543891,1361920183877,More men's V neck Shirts!!!!
h7hto2gy9rd1evk,1348505672777.200660,1348506060596,i like that you can go straight to the size and style you want.
hf00s03kt9pe784,1364843774311.321487,1364843886553,you shouldnt put pictures of camel toes on your website.
hah271c9akola0g,1351792110965.738087,1354990507824,Prices too expensive.
h7do2rapsndz825l,1348251011211.4941c4e4f549,1348254997193,the burn out t-shirts should be ?25 not 38
hbfafwpb634842xf,1357059812075.232315,1357060281779,The site is designed nicely as it is simple to find what you intend to find.
hfawbzrb3t7kvl,1365501471527.348038,1365501574888,you're best
heecpy23ehmt6zb,1363533483627.973512,1363533830633,i think you need more high wedgies.
hcsbgskodt8pa5s7,1360024425832.464209,1360024877006,It would be allot better to judge the clothing if there was models wearing them
h3bjyd810h53ndr5,1339419690285.648287296c5b,1339420299165,prunus otto luyken
h2jbtodvekgekgekg,1337633591550.bab3ee5437c0,1337712937720,more HIGH HEELS
haspo72j0cfu0dc,1355694757841.257007,1355694818588,GET MORE SHOES INSTOCK PLEASE
h5lczl3d7xfkp,1344366177713.695155,1344367137766,get some mustard blazers!!!!!!
3ea276ef-623c-11e1-884c-6514bf06fd01,1330454164235.400486,1330455214921,Simple and easy to use.
havlrzs1qsed3dg,1355869553186.627960,1355869828088,Please put sold out when sold out.
h8cc785sx9sfoj,1350350034205.173453,1350351317173,I like the ease of navigation and the vast selection in shoes.
hdobooltvjg291,1350918039502.945284,1361957562379,vvvvvvvv good
har8bbshfmhqmc,1355064893090.440769,1355606027726,too expensive
hb6dwwxcla5wgeb,1356521529223.919483,1356521753695,cheaper prices xoxox
hccgkwualtqplm,1359065522790.223612,1359066495348,Canadian prices would be nice.
h46uw16axexfih,1339420111899.246160,1341312659912,it is already good enough
hauw2v1i7o99ld0n,1349026763093.491018,1355826555222,its good and easy to find things on.
heeatz6rl6czpq,1345115095028.12693,1363531245755,do clothes in bigger sizes size 16
b7ecd6b1-6f59-11e1-be81-93d9a7b2b930,1331894176989.192214,1331896714938,site is very easy to use and find way round!
hcbuydzlims0c9j,1359029298510.218707,1359029453597,i like everything inside
h9r7iicd7pl4d3k,1353426823571.512527,1353427381797,you could improve by having more size 3s in the sales
1475,sp1320157334480,1320157334480,price check with argos and tesco..
hb46xrwiqs03hs,1356388894459.938026,1356390265691,stop asking me to give my opinion - it's putting me off shopping!!!!!!
h9o9hku2j4g8xu,1353248792854.902685,1353249129870,i'd like to be able to search on material types as i prefer natural over synthetic materials
hb6y8deifhdyby,1356555496996.810907,1356555862174,thanks.
h91w534kbzvp3nb,1351896269098.594510,1351896364284,please try and make the layout easier to use.
hb9vthy4unfk9xe,1355415754610.862280,1356733119820,cheap stuff
h7ayw7wl6w0qg,1347619350411.697485,1348091648206,I like ease of the website in that i can find what i want fairly quickly and easily yet i can also browse if i'm not looking for anything inparticular.
21420a4d-6ece-11e1-a280-2f9d108d10af,1331836566504.975255,1331836824570,I LOVE IT!!!
haebmns8eccxwkq,1354824024487.927558,1354824814663,I personally think the website needs more colour and enthusiasm
hf4aqo102j7u0fj,1365102285308.72105,1365102863836,Melissa Smith was excellent.
9e2af6c7-6d07-11e1-82f5-2fe55c120317,1316115487027.453951,1331641563813,More refined search options
ha18gyujm76gce9r,1354033211047.220311,1354033379937,lower prices
ha8efk7sctxjdf,1354465904383.584555,1354466683749,i have a student card
h5b2tw0nqrl158,1343744418726.630bb1dadc03,1343744629744,More images of shoes
hf7e51f8ysgzc7,1316057549830.47146,1365289553459,have a quick view option
h9chvrny4qxiw518,1352537182240.901556,1352537602734,i think for sales yhe prices on the shoes are still quite hight and very few big sizes
he5zzkwge8chodn,1363028329060.720278,1363028595045,get some decent gear and a better website.
h5ljn75j7od1rwtl,1344377368441.247c2b230596,1344382630119,You could improve by lowering the prices; it would help.
hae2z5vrg1qq29f,1354810127573.371034,1354810173091,GET SIZE 6 LIGHT BLUE BLAZERS GOD DAMN YOU
hd7jck2jxw2s6w,1360944708982.463853,1360945220965,I'm from Venezuela.
hckgiujp5sf4cnn,1319104878187.8f42e309c3c9,1359550000246,u need to put the clothes on models.
hb2mwzj2uy5oczy,1355092597507.821665,1356294882115,please get back to me
hcj5wf4aykogkn,1359470852313.850433,1359471110837,hi? akla gelmicek dei?ik ?eyler insanlar?n ilgisini ?eker
hb3vx35uc76m9s2,1354527926392.522,1356370489753,Price - too expensive
h9xxxhmlz70u77dh,1353832464460.714463,1353834381852,do not specify size of slipper socks
hercxd2f0ia3us,1364320033308.535987,1364321814932,i cant remember if you have a quick veiw and maybe you could register without an adress and BOD ect maybe i could register with my email so that your system remebers what i hd n my bag or what was on my wishlist then when i want to order something i have to enter my other details in ...
ha2zdmv0ayteav8,1354138517353.774002,1354139013583,pricing
heltejwb4mwokan2,1363984882379.290753,1363984950453,It is too expensive!!!!!
h2m6r2lwekgekgekg,1337885941097.178689,1337885980385,i like the fact that with the shoes that have offers you can tell with the bright colours showing the deal so that it stands out really easily.
hdvpmuij8bt6lud,1361308065244.464003,1362406433148,what sunglasses look like on a model
hfjylwfhkawoue,1366049493375.467350,1366049631118,cheaper items
hap37m8mo9r17if,1331079745620.553678,1355475846950,You should ship to Brazil!!!
1330,sp1320157334480,1320157334480,Firstly&#44; there's no obvious option to go to from your main menu; and from your Customer Service section&#44; I thought I'd found a link to find out more&#44;
h0y28eqkekgekgekg,1327968614490.412630,1334250493465,Accept laser and make a wishlist.
h4veua2u10q71t2bz,1342797258758.212946,1342797355901,stop interrupting my shopping with this
ha8msw7ep5b0qzk,1353361111325.632793,1354480850778,Have more in stock!
679,ts1320157334480,1320157334480,Prices of makeup is really expensive
haftb2nns1lie7,1354914750222.344814,1354914897635,Don't interrupt someone shopping with a questionnaire
hdstkzf2pwdp2nl,1359332901324.659850,1362231703777,too high
412,ts1320157334480,1320157334480,should add some more colour
hbg3honkiohtz7,1357108508798.247150,1357109389379,i love your website!
hatxaldxy3226nc,1355326966563.708919,1355768280612,iT IS NOT LETTING ME LOG IN!!!
hawn566jnu1fni,1355932393074.887351,1355932473367,stop making these suggestion boxes pop up.
961,sf1320157334480,1320157334480,Love the fact that all pricing information is clearly set out&#44; and you can find delivery options easily
h0nies9rekgekgekg,1332762114995.785721,1333612605451,When I click into my address book nothing happen (on 2 occasions so far).
h11vvgd7ekgekgekg,1334481573783.646016,1334481562226,need to sell bedroom furniture
hcs10cdr2u0ch4bo,1360006701696.816913,1360007095931,So simple to sign up!
hd6n8aa821qvhw,1360888640642.237163,1360890878091,its very good.
gwi7ttrlldb9jyo08,1324585200114.3fb04034df04,1325871235722,clearer sections
903,sf1320157334480,1320157334480,can you sort by price&#44; for a really special occasion one would want to go for the more/most expensive first rather than work through the lower cost ones
h2bnz4fjni9o9ne,1334072905975.1295,1337249885756,I love your Homeware
hd7tc96crvxam6,1360961459441.403681,1360961587102,have less models on the page and more clothing of the season outfits x
hcuchr98erggy1,1360147141156.428546,1360147212757,never let you down flowers always beautiful
h9oe2qsg02b455z,1353256490958.513350,1353256873127,You could improve the site by adding more search filters.
hbla3drti8gqt8,1346270827554.11097,1357425714325,i love everything ur fab and my fav stop eVER
haq19nrd9qe1sm6up,1348243905077.219411,1355533051077,make the prices cheaper.
h6mgtobwk27s45j,1346609924921.413412,1346610115056,make more colours of the alumni bag and make things cheaper
h5dvd43umx53fbc4,1343834290242.937200,1343915065254,nothing your amazing!
hawrc6y24yw5vvy3,1347095565822.598853,1355939534633,You could sell stippling makeup brushes and at a cheapish price
hdct4empid72xc,1361263290264.190515,1361263550789,Get your members of staff to read all message threads before requesting the same complaint information numerous times!
h84rzcpcwjqnye,1349893350597.27dab8330d4c,1349893969202,this site is cool.
h9b1audaodhgkm,1352380674896.699529,1352449179933,What happened to all the archive items?
h52jdbvhos6e2vt,1343217129946.683551,1343228271249,the prices
h4bpvmpqde343he,1331381892313.675530,1341606549136,please make cheaper prices on everything for gods sake!
h9jo4z6v66ibngw3,1352970835450.158223,1352971267394,too much content.
hb3v8sv4b4f3amr,1356369175329.27751,1356369384907,avaible price's
h9tv3tfjljpzve,1353587583524.715584,1353587825709,The site would benefit greatly by removing these annoying pop up screens and just letting me browse the website.
h59elclrg0xgz6,1340471062750.437822,1343644109942,i like the way in which you  can sort through brands and that..
hd8v1634537e0nq,1360958521124.467560,1361027049217,Introductory offers such as 10% off for signing up.
h5cs2u6d7a89k2jn,1343847469843.533176,1343847590421,i like it all
h9ak13w76r2xre39,1352419212087.206106,1352420366457,yes.................it's beautiful!!!!
h9vkj98ey990gp,1353690774565.731345,1353690829499,you could show you ugg tags and write the prices they've been reduced from
hd1rxnxhfzdrt3ir,1360594225345.48980,1360596493796,Clearer promotion of 3 for ?10/?8 offers on lingerie/socks.
h90di9xq21pa1j,1351803726216.322762,1351804637631,lower the prices so i can afford them
hak0t5c370xyb1nu,1353149219097.1854,1355169340256,great
hakecanb78cqgwi,1355191736694.114415,1355192142963,I Like it
h00r46foekgekgekg,1328698235160.870086,1332236399278,So easy to use everything self explainitory
h84sf7mgvj3oif,1349894638714.8688bc7695ff,1349894708019,fgdgdgbf
h11uvhx6ekgekgekg,1331663413010.833927,1334479956575,not get it because its out of stock.
hal4f5wc323sj3,1355235682544.153565,1355235889386,dfwer
h8663p2tlqkhie,1349977931172.864529,1349978241883,u guys should have more another international brans and some more gud stuff like other sites have :)
h16u8nl0ekgekgekg,1315508351593.583792,1334781665325,Please can you try and send more of your clothes over as I prefer to try them on before I buy.
hfe9c8fr30gepcx,1363875888901.145199,1365704723140,make products cheaper
h799kzmpeo57fa,1347822302631.934828,1347988574615,TOO EXPENSIVE
hf47wzlgwpgts3,1365097101140.26755,1365040230699,show more pictures of the inside part of the bag
hb6eh86je27w0ud,1356522510749.248930,1356532652321,So maybe you can improve your prices?
h6w8vak7yfx32ud,1347200894596.475089,1347201581181,Have Half - sizes....
hb6iib3476eic,1356529044173.586533,1356529216646,Well!
h7vn9wt7rudcsu,1349341811025.842724,1349341831900,hello
hed9vbimo9h9lq,1363468364108.151155,1363468405699,everything
1113,sf1320157334480,1320157334480,need to do more for weddings
hb15n2060l3qae5,1356205286101.273802,1356205350334,cheaper clothes
h93x068d5rhmhdx0,1352018313574.586671,1352018760246,zijn alle items ook verkrijgbaar in de winkels ???
har8176fbjo2zm,1355604604914.529386,1355605817832,make it cheaper
hfkli37eytrok8,1366087940799.596735,1366087972903,Delivery in Russia!!!
h87fk3i5bkiabqs,1350054130875.282870,1350054504782,have possibly a junior section!
h4s5eo7i337e78,1340459008490.848732,1342600489773,Plzen
h781dr5sp7g1ej,1340467208325.397525,1347914389966,Have models wearing your product so I can tell what the clothing is going to look like on a human figure
h73nzks4uacbiy,1347648001702.678355,1347649987572,awesome website!!!
h9rht099t2k9ho,1353444170076.858379,1353444396082,nothing its a fantastic site and easy to get round to what you want
hdap2i231m53vkw1,1360799856597.882044,1361135980549,if an item's not in stock then don't allow me to order it.
h5rx56i2kss7mh,1344762484685.778675,1344763013539,Click here to type...
h6dgno5lz26967,1343748448252.3abe78f49263,1346066859475,srtgsf
hfgkh0zv3u8dodw,1365844171170.267851,1365844421375,show the items from alternative angles
h81zxb10ejv2wvn,1349722943311.489545,1349725922604,get your lumberjack hoodies back:D
h4xq6v76vmih4ks,1342936805728.12cb587927a6,1342937357581,????? ?????? ??? ?????
h8s1rcyn0dpw29,1351299711484.184815,1351301205121,could you acepter euro
haljbfh7aipprg,1355260667789.939421,1355260982109,Though I'd reconsider the layout.
ha6p2q9m23ksb4,1354363461556.975202,1354363659676,lower your prices
h5mn9x59epismxb2d,1344444051115.525876,1344444275407,It's lovely.
h9pxglu45dt23e2a9,1350752459069.56094,1353349797320,Not showing dresses in all colours that are available
